Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Approve,Disapprove,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
Rasmussen,2016-08-23,2016-08-25,2016-08-29T13:44:21Z,1500,Likely Voters,IVR/Online,50.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25278,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Ipsos/Reuters,2016-08-20,2016-08-24,2016-08-25T15:40:11Z,1516,Adults,Internet,44.0,50.0,6.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25260,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7349,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-20,2016-08-24,2016-08-25T15:40:11Z,635,Adults - Democrat,Internet,79.0,19.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25260,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7349,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-20,2016-08-24,2016-08-25T15:40:11Z,527,Adults - Republican,Internet,10.0,89.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25260,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7349,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-20,2016-08-24,2016-08-25T15:40:11Z,174,Adults - independent,Internet,28.0,66.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25260,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7349,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Quinnipiac,2016-08-18,2016-08-24,2016-08-25T16:39:33Z,1498,Likely Voters,Live Phone,54.0,44.0,3.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25263,https://www.qu.edu/images/polling/us/us08252016_U88mxwn.pdf,Nonpartisan,None,,1
Quinnipiac,2016-08-18,2016-08-24,2016-08-25T16:39:33Z,,Likely Voters - Democrat,Live Phone,91.0,7.0,2.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25263,https://www.qu.edu/images/polling/us/us08252016_U88mxwn.pdf,Nonpartisan,None,,1
Quinnipiac,2016-08-18,2016-08-24,2016-08-25T16:39:33Z,,Likely Voters - Republican,Live Phone,13.0,85.0,1.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25263,https://www.qu.edu/images/polling/us/us08252016_U88mxwn.pdf,Nonpartisan,None,,1
Quinnipiac,2016-08-18,2016-08-24,2016-08-25T16:39:33Z,,Likely Voters - independent,Live Phone,52.0,44.0,4.0,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-25263,https://www.qu.edu/images/polling/us/us08252016_U88mxwn.pdf,Nonpartisan,None,,1
Gallup,2016-08-21,2016-08-23,2016-08-24T17:39:16Z,1500,Adults,Live Phone,51.0,44.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-25251,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
YouGov/Economist,2016-08-19,2016-08-23,2016-08-24T15:30:50Z,1300,Adults,Internet,52.0,45.0,3.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25247,https://today.yougov.com/news/2016/08/24/yougoveconomist-poll-august-19-23-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-19,2016-08-23,2016-08-24T15:30:50Z,476,Adults - Democrat,Internet,83.0,16.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25247,https://today.yougov.com/news/2016/08/24/yougoveconomist-poll-august-19-23-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-19,2016-08-23,2016-08-24T15:30:50Z,316,Adults - Republican,Internet,13.0,86.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25247,https://today.yougov.com/news/2016/08/24/yougoveconomist-poll-august-19-23-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-19,2016-08-23,2016-08-24T15:30:50Z,508,Adults - independent,Internet,50.0,44.0,6.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25247,https://today.yougov.com/news/2016/08/24/yougoveconomist-poll-august-19-23-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
Rasmussen,2016-08-18,2016-08-22,2016-08-23T13:31:19Z,1500,Likely Voters,IVR/Online,52.0,47.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25237,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-08-15,2016-08-21,2016-08-23T12:06:40Z,17459,Registered Voters,Internet,52.0,48.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25235,http://www.nbcnews.com/politics/2016-election/trump-faces-hurdle-minority-voters-clinton-maintains-lead-poll-shows-n636061,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as president?,1
Morning Consult,2016-08-18,2016-08-20,2016-08-21T14:24:41Z,2001,Registered Voters,Internet,46.0,50.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25218,https://morningconsult.com/2016/08/21/trumps-campaign-shakeup-likely-little-late/,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as President?,1
Morning Consult,2016-08-18,2016-08-20,2016-08-21T14:24:41Z,688,Registered Voters - Democrat,Internet,83.0,16.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25218,https://morningconsult.com/2016/08/21/trumps-campaign-shakeup-likely-little-late/,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as President?,1
Morning Consult,2016-08-18,2016-08-20,2016-08-21T14:24:41Z,582,Registered Voters - Republican,Internet,13.0,85.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25218,https://morningconsult.com/2016/08/21/trumps-campaign-shakeup-likely-little-late/,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as President?,1
Morning Consult,2016-08-18,2016-08-20,2016-08-21T14:24:41Z,731,Registered Voters - independent,Internet,38.0,35.0,6.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25218,https://morningconsult.com/2016/08/21/trumps-campaign-shakeup-likely-little-late/,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as President?,1
ARG,2016-08-17,2016-08-20,2016-08-22T15:51:24Z,1100,Adults,Live Phone,46.0,50.0,4.0,http://elections.huffingtonpost.com/pollster/polls/arg-25231,http://big.assets.huffingtonpost.com/ARG160820.pdf,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as president?,1
Gallup,2016-08-17,2016-08-20,2016-08-22T12:34:52Z,1500,Adults,Live Phone,51.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-25224,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Rasmussen,2016-08-15,2016-08-17,2016-08-18T13:32:44Z,1500,Likely Voters,IVR/Online,51.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25204,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
Ipsos/Reuters,2016-08-13,2016-08-17,2016-08-19T12:21:59Z,1607,Adults,Internet,46.0,48.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25213,http://www.ipsos-na.com/download/pr.aspx?id=15860,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-13,2016-08-17,2016-08-19T12:21:59Z,680,Adults - Democrat,Internet,83.0,14.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25213,http://www.ipsos-na.com/download/pr.aspx?id=15860,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-13,2016-08-17,2016-08-19T12:21:59Z,578,Adults - Republican,Internet,12.0,86.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25213,http://www.ipsos-na.com/download/pr.aspx?id=15860,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-13,2016-08-17,2016-08-19T12:21:59Z,187,Adults - independent,Internet,31.0,64.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25213,http://www.ipsos-na.com/download/pr.aspx?id=15860,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Gallup,2016-08-14,2016-08-16,2016-08-17T18:37:40Z,1500,Adults,Live Phone,52.0,45.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-25201,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
YouGov/Economist,2016-08-11,2016-08-16,2016-08-17T14:19:06Z,1300,Adults,Internet,53.0,46.0,2.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25194,https://today.yougov.com/news/2016/08/16/yougoveconomist-poll-august-14-16-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-11,2016-08-16,2016-08-17T14:19:06Z,470,Adults - Democrat,Internet,86.0,12.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25194,https://today.yougov.com/news/2016/08/16/yougoveconomist-poll-august-14-16-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-11,2016-08-16,2016-08-17T14:19:06Z,319,Adults - Republican,Internet,13.0,87.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25194,https://today.yougov.com/news/2016/08/16/yougoveconomist-poll-august-14-16-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-11,2016-08-16,2016-08-17T14:19:06Z,511,Adults - independent,Internet,48.0,48.0,4.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25194,https://today.yougov.com/news/2016/08/16/yougoveconomist-poll-august-14-16-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
Pew,2016-08-09,2016-08-16,2016-08-18T18:57:35Z,2010,Adults,Live Phone,53.0,42.0,5.0,http://elections.huffingtonpost.com/pollster/polls/pew-25211,http://www.people-press.org/2016/08/18/1-voters-general-election-preferences/,Nonpartisan,None,,1
"Normington, Petts & Associates (D-End Citizens United)",2016-08-09,2016-08-15,2016-08-19T21:22:29Z,1000,Likely Voters,Live Phone,51.0,45.0,5.0,http://elections.huffingtonpost.com/pollster/polls/normington-petts-associates-d-end-citizens-united-25217,http://endcitizensunited.org/press-releases/new-end-citizens-united-poll-clinton-ahead-of-trump-voters-concerned-about-money-in-politics-favor-candidates-for-reform/,Sponsor,Dem,Do you APPROVE or DISAPPROVE of the way Barack Obama is handling his job as president?,1
Morning Consult,2016-08-11,2016-08-14,2016-08-15T18:50:05Z,2001,Registered Voters,Internet,48.0,49.0,3.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25179,https://morningconsult.com/2016/08/14/poll-trump-arrests-slide-but-favorability-reaches-new-depths/,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as President?,1
Morning Consult,2016-08-11,2016-08-14,2016-08-15T18:50:05Z,740,Registered Voters - Democrat,Internet,82.0,15.0,2.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25179,https://morningconsult.com/2016/08/14/poll-trump-arrests-slide-but-favorability-reaches-new-depths/,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as President?,1
Morning Consult,2016-08-11,2016-08-14,2016-08-15T18:50:05Z,610,Registered Voters - Republican,Internet,14.0,85.0,1.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25179,https://morningconsult.com/2016/08/14/poll-trump-arrests-slide-but-favorability-reaches-new-depths/,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as President?,1
Morning Consult,2016-08-11,2016-08-14,2016-08-15T18:50:05Z,651,Registered Voters - independent,Internet,42.0,52.0,6.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25179,https://morningconsult.com/2016/08/14/poll-trump-arrests-slide-but-favorability-reaches-new-depths/,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as President?,1
Rasmussen,2016-08-10,2016-08-14,2016-08-15T13:38:45Z,1500,Likely Voters,IVR/Online,51.0,48.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25162,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-08-08,2016-08-14,2016-08-16T11:48:03Z,15179,Registered Voters,Internet,52.0,48.0,1.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25182,http://www.nbcnews.com/politics/2016-election/poll-clinton-maintains-big-lead-voters-doubt-trump-s-temperament-n631351,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as president?,1
Gallup,2016-08-11,2016-08-13,2016-08-15T12:25:10Z,1500,Adults,Live Phone,54.0,43.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-25161,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Gallup,2016-08-08,2016-08-10,2016-08-11T17:21:18Z,1500,Adults,Live Phone,49.0,46.0,,http://elections.huffingtonpost.com/pollster/polls/gallup-25130,http://www.gallup.com/poll/113980/Gallup-Daily-Obama-Job-Approval.aspx,Nonpartisan,None,,1
Ipsos/Reuters,2016-08-06,2016-08-10,2016-08-11T16:40:56Z,1459,Adults,Internet,50.0,45.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25129,http://www.ipsos-na.com/download/pr.aspx?id=15842,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-06,2016-08-10,2016-08-11T16:40:56Z,680,Adults - Democrat,Internet,84.0,14.0,1.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25129,http://www.ipsos-na.com/download/pr.aspx?id=15842,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-06,2016-08-10,2016-08-11T16:40:56Z,468,Adults - Republican,Internet,10.0,87.0,3.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25129,http://www.ipsos-na.com/download/pr.aspx?id=15842,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Ipsos/Reuters,2016-08-06,2016-08-10,2016-08-11T16:40:56Z,175,Adults - independent,Internet,36.0,57.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25129,http://www.ipsos-na.com/download/pr.aspx?id=15842,Nonpartisan,None,"Overall, do you approve or disapprove about the way Barack Obama is handling his job as President?",1
Rasmussen,2016-08-07,2016-08-09,2016-08-10T13:32:04Z,1500,Likely Voters,IVR/Online,51.0,49.0,,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25110,http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history,Nonpartisan,None,,1
YouGov/Economist,2016-08-06,2016-08-09,2016-08-09T22:51:32Z,1300,Adults,Internet,50.0,47.0,3.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25107,https://today.yougov.com/news/2016/08/09/yougoveconomist-poll-august-6-9-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-06,2016-08-09,2016-08-09T22:51:32Z,485,Adults - Democrat,Internet,86.0,12.0,1.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25107,https://today.yougov.com/news/2016/08/09/yougoveconomist-poll-august-6-9-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-06,2016-08-09,2016-08-09T22:51:32Z,299,Adults - Republican,Internet,13.0,84.0,3.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25107,https://today.yougov.com/news/2016/08/09/yougoveconomist-poll-august-6-9-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
YouGov/Economist,2016-08-06,2016-08-09,2016-08-09T22:51:32Z,516,Adults - independent,Internet,43.0,53.0,4.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25107,https://today.yougov.com/news/2016/08/09/yougoveconomist-poll-august-6-9-2016/,Nonpartisan,None,Do you approve or disapprove of the way Barack Obama is handling his job as President?,1
Bloomberg/Selzer,2016-08-05,2016-08-08,2016-08-10T11:35:51Z,1007,Adults,Live Phone,50.0,44.0,6.0,http://elections.huffingtonpost.com/pollster/polls/bloomberg-selzer-25108,http://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rAjnCYJjgvBw/v0,Nonpartisan,None,Do you approve or disapprove of the job Barack Obama is doing as president? ,1
